loan_id,customer_id,product_type,loan_amount,outstanding_balance,ltv,days_past_due,default_flag,pd,lgd,ead,last_update_days
L00295,C00295,credit card,23590.71,17884.21,0.583,5,False,0.05178,0.72,21022.78,36
L00296,C00296,personal loan,37967.71,32848.19,0.78,0,False,0.03814,0.5935,33257.75,15
L00297,C00297,personal loan,74434.98,57552.09,0.506,5,False,0.06329,0.58,58902.72,30
L00298,C00298,SME loan,163873.14,68974.77,0.453,0,False,0.06838,0.48,92699.36,61
L00299,C00299,SME loan,17491.07,12436.37,0.646,61,False,0.11287,0.48,13700.04,70
L00300,C00300,mortgage,19625.88,13069.25,0.464,15,False,0.31303,0.22,13200.38,5
L00301,C00301,mortgage,68773.53,65526.37,0.552,130,True,0.33363,0.22,65591.31,38
L00302,C00302,SME loan,152856.23,36791.36,0.817,0,False,0.03098,0.5102,65807.58,19
L00303,C00303,credit card,89759.08,48986.95,0.804,0,False,0.02094,0.7444,71411.62,17
L00304,C00304,SME loan,82111.8,78397.87,0.558,0,False,0.04024,0.48,79326.35,40
L00305,C00305,credit card,22738.07,13185.13,0.621,0,False,0.07992,0.72,18439.25,30
L00306,C00306,personal loan,59195.62,58644.29,0.745,0,False,0.07376,0.58,58688.4,14
L00307,C00307,personal loan,70824.25,54627.74,0.517,5,False,0.10538,0.58,55923.46,69
L00308,C00308,credit card,57135.32,26331.94,0.343,15,False,0.15629,0.72,43273.8,56
L00309,C00309,credit card,61030.92,60490.1,0.475,0,False,0.10486,0.72,60787.55,53
L00310,C00310,personal loan,84354.8,55187.71,0.87,0,False,0.01435,0.6342,57521.08,25
L00311,C00311,mortgage,8490.94,1966.74,0.99,0,False,0.05099,0.3281,2097.22,10
L00312,C00312,SME loan,11307.33,10494.45,0.742,95,True,0.18227,0.48,10697.67,14
L00313,C00313,personal loan,20815.52,10536.26,0.423,61,False,0.08872,0.58,11358.6,65
L00314,C00314,mortgage,52167.36,39365.24,0.735,15,False,0.01341,0.22,39621.28,32
L00315,C00315,credit card,37035.71,25069.18,0.745,15,False,0.19339,0.72,31650.77,21
L00316,C00316,personal loan,18766.9,14642.99,0.754,95,True,0.30014,0.5816,14972.9,17
L00317,C00317,credit card,157377.25,129826.97,1.001,0,False,0.07335,0.8328,144979.62,39
L00318,C00318,credit card,42213.26,42198.55,0.873,5,False,0.12451,0.7754,42206.64,13
L00319,C00319,mortgage,56467.14,44266.89,0.913,0,False,0.08184,0.2932,44510.9,24
L00320,C00320,SME loan,96037.17,95011.77,0.541,0,False,0.07519,0.48,95268.12,51
L00321,C00321,credit card,227197.75,55105.13,0.615,0,False,0.10595,0.72,149756.07,19
L00322,C00322,mortgage,46969.41,39735.54,0.679,0,False,0.02228,0.22,39880.22,39
L00323,C00323,personal loan,56020.61,53204.35,0.829,0,False,0.09432,0.6157,53429.65,59
L00324,C00324,SME loan,19998.04,10386.26,0.669,0,False,0.01811,0.48,12789.2,74
L00325,C00325,personal loan,47364.1,28352.43,0.814,130,True,0.10944,0.6087,29873.36,17
L00326,C00326,credit card,-1000.0,4935.93,0.871,0,False,0.07168,0.7746,13099.1,31
L00327,C00327,credit card,35366.33,13992.72,0.75,5,False,0.10797,0.72,25748.21,58
L00328,C00328,credit card,84852.15,35032.96,1.029,0,False,0.00814,0.8455,62433.52,34
L00329,C00329,personal loan,63422.03,52938.1,0.634,15,False,0.06575,0.58,53776.81,59
L00330,C00330,credit card,96963.9,80931.28,0.807,0,False,0.28275,0.7456,89749.22,12
L00331,C00331,personal loan,58742.49,16196.57,0.52,0,False,0.09121,0.58,19600.25,23
L00332,C00332,personal loan,113457.64,106101.46,0.679,5,False,0.26611,0.58,106689.96,17
L00333,C00333,mortgage,24166.92,23816.62,0.838,0,False,0.06904,0.2595,23823.63,18
L00334,C00334,personal loan,117703.89,112290.12,0.984,15,False,0.07277,0.6855,112723.22,15
L00335,C00335,personal loan,32472.83,23195.56,0.725,130,True,0.32974,0.58,23937.74,74
L00336,C00336,mortgage,37354.6,34204.48,0.927,5,False,0.01143,0.2998,34267.48,33
L00337,C00337,mortgage,39129.05,25876.42,1.017,31,False,0.13351,0.34,26141.47,41
L00338,C00338,personal loan,183306.8,149748.41,0.675,0,False,0.01493,0.58,152433.08,45
L00339,C00339,personal loan,28457.66,8406.13,0.919,0,False,0.24184,0.6562,10010.25,63
L00340,C00340,SME loan,69320.19,68696.45,0.961,5,False,0.13479,0.5749,68852.38,38
L00341,C00341,personal loan,66255.52,28146.12,0.639,0,False,0.02415,0.58,31194.87,67
L00342,C00342,personal loan,52571.34,46327.51,0.821,5,False,0.05162,0.6119,46827.02,16
L00343,C00343,mortgage,27744.04,8409.03,0.327,0,False,0.1973,0.22,8795.73,18
L00344,C00344,mortgage,21477.32,16566.17,0.303,0,False,0.04811,0.22,16664.39,21
L00345,C00345,mortgage,21384.69,5182.04,0.444,5,False,0.04915,0.22,5506.1,60
L00346,C00346,personal loan,107228.57,63227.99,0.732,5,False,0.1061,0.58,66748.03,68
L00347,C00347,mortgage,27731.41,7565.39,0.804,0,False,0.07638,0.2444,7968.71,69
L00348,C00348,SME loan,20474.76,11603.45,0.331,0,False,0.04823,0.48,13821.28,72
L00349,C00349,mortgage,97426.47,36453.72,0.628,15,False,0.07553,0.22,37673.18,11
L00350,C00350,personal loan,76220.83,24343.67,0.641,0,False,0.03937,0.58,28493.84,61
L00351,C00351,credit card,47711.45,24402.5,0.432,0,False,0.02341,0.72,37222.43,34
L00352,C00352,mortgage,33403.32,28466.08,0.608,31,False,0.06134,0.22,28564.82,63
L00353,C00353,personal loan,6811.3,4774.35,0.864,0,False,0.04376,0.6312,4937.31,61
L00354,C00354,credit card,27804.37,23942.36,0.671,0,False,0.10854,0.72,26066.46,2
L00355,C00355,credit card,43028.31,32848.46,0.859,0,False,0.02279,0.7692,38447.38,12
L00356,C00356,mortgage,22453.66,7219.97,0.828,0,False,0.01547,0.255,7524.64,0
L00357,C00357,credit card,22476.54,21708.7,0.781,0,False,0.03659,0.734,22131.01,46
L00358,C00358,SME loan,213652.65,155978.73,0.649,0,False,0.01599,0.48,170397.21,7
L00359,C00359,mortgage,14229.5,12030.64,0.733,5,False,0.04279,0.22,12074.62,49
L00360,C00360,personal loan,60026.46,40290.41,0.475,0,False,0.01302,0.58,41869.3,41
L00361,C00361,SME loan,27219.49,9395.1,0.91,0,False,0.0109,0.5519,13851.2,45
L00362,C00362,mortgage,55521.96,48348.82,1.017,0,False,0.08101,0.3403,48492.28,10
L00363,C00363,mortgage,20149.31,10147.28,0.436,0,False,0.04513,0.22,10347.32,46
L00364,C00364,SME loan,114302.23,88549.92,0.455,0,False,0.03082,0.48,94988.0,54
L00365,C00365,credit card,37879.04,20972.47,0.665,5,False,0.06506,0.72,30271.08,56
L00366,C00366,personal loan,165104.28,89572.04,0.424,0,False,0.0644,0.58,95614.62,30
L00367,C00367,SME loan,129119.59,80053.59,0.778,0,False,0.15473,0.4926,92320.09,72
L00368,C00368,credit card,25020.52,5979.29,0.432,0,False,0.02742,0.72,16451.97,72
L00369,C00369,personal loan,23309.8,19814.07,1.114,0,False,0.06363,0.7438,20093.73,25
L00370,C00370,credit card,18745.91,7026.39,1.042,95,True,0.29602,0.8513,13472.13,51
L00371,C00371,personal loan,23521.29,18066.77,0.805,0,False,,0.6049,18503.13,23
L00372,C00372,personal loan,116981.54,101850.47,0.577,0,False,0.1024,0.58,103060.96,67
L00373,C00373,mortgage,155895.91,119912.15,0.901,0,False,0.03346,0.2879,120631.83,46
L00374,C00374,credit card,31473.4,24320.77,0.593,0,False,0.02863,0.72,28254.72,13
L00375,C00375,mortgage,105964.98,102772.37,0.492,5,False,0.02703,0.22,102836.22,17
L00376,C00376,credit card,46553.09,40297.25,0.294,0,False,,0.72,43737.97,28
L00377,C00377,credit card,39689.64,19991.9,0.503,15,False,0.04213,0.72,30825.66,5
L00378,C00378,mortgage,43471.07,25893.56,0.964,0,False,0.02338,0.3164,26245.11,17
L00379,C00379,mortgage,85604.99,19137.2,0.95,0,False,0.06525,0.31,20466.55,60
L00380,C00380,mortgage,11348.35,2962.84,0.785,0,False,0.15942,0.2359,3130.55,1
L00381,C00381,mortgage,37112.93,23739.43,0.666,31,False,0.06393,0.22,24006.9,2
L00382,C00382,personal loan,31057.87,24636.2,0.388,31,False,0.22222,0.58,25149.94,50
L00383,C00383,personal loan,87435.32,61396.94,0.554,5,False,0.13052,0.58,63480.01,45
L00384,C00384,credit card,83157.6,51666.98,0.573,0,False,,0.72,68986.82,52
L00385,C00385,credit card,100868.74,86560.63,0.635,31,False,0.10972,0.72,94430.09,65
L00386,C00386,personal loan,77309.49,37633.01,0.492,0,False,0.04885,0.58,40807.13,31
L00387,C00387,mortgage,63070.47,24691.01,0.805,0,False,0.0425,0.2448,25458.6,28
L00388,C00388,credit card,26992.23,7832.06,0.535,0,False,0.01988,0.72,18370.15,8
L00389,C00389,mortgage,58968.72,49043.29,0.557,0,False,0.06213,0.22,49241.8,56
L00390,C00390,credit card,37384.98,35764.33,0.783,0,False,0.16792,0.7351,36655.69,5
L00391,C00391,mortgage,33455.6,12160.64,0.756,0,False,0.01869,0.2225,12586.54,54
L00392,C00392,SME loan,9808.65,7300.24,0.88,0,False,0.02233,0.5385,7927.34,52
L00393,C00393,mortgage,106750.27,42038.0,0.521,0,False,0.08886,0.22,43332.24,71
L00394,C00394,mortgage,24234.06,10327.42,0.834,0,False,0.10482,0.2579,10605.55,66
L00395,C00395,SME loan,47746.1,21808.82,0.346,5,False,0.16526,0.48,28293.14,4
L00396,C00396,mortgage,192360.72,116535.68,0.619,0,False,0.06691,0.22,118052.18,51
L00397,C00397,SME loan,94240.16,27730.89,0.465,0,False,0.01224,0.48,44358.21,38
L00398,C00398,mortgage,34857.7,30719.27,0.636,0,False,0.05778,0.22,30802.03,71
L00399,C00399,SME loan,299328.28,142965.89,0.921,0,False,0.02388,0.5568,182056.49,38
L00400,C00400,credit card,104465.56,89316.27,0.234,15,False,0.03529,0.72,97648.38,33
L00401,C00401,personal loan,26765.83,25338.8,0.92,0,False,0.21286,0.6563,25452.97,1
L00402,C00402,credit card,-1000.0,24256.7,0.904,0,False,0.01565,0.7892,30335.73,26
L00403,C00403,SME loan,104457.14,85802.03,0.582,0,False,0.1069,0.48,90465.81,0
L00404,C00404,SME loan,90491.42,30497.89,0.506,0,False,0.02765,0.48,45496.27,20
L00405,C00405,mortgage,66129.18,35624.57,0.723,0,False,0.02433,0.22,36234.66,63
L00406,C00406,mortgage,20576.22,5876.51,0.306,0,False,0.01105,0.22,6170.5,29
L00407,C00407,personal loan,45957.12,17745.05,0.924,0,True,0.01633,0.6584,20002.02,70
L00408,C00408,SME loan,91082.14,75536.8,1.021,0,False,0.25931,0.6018,79423.14,5
L00409,C00409,personal loan,194785.39,84401.87,0.517,130,True,0.59626,0.58,93232.56,22
L00410,C00410,personal loan,55517.19,37291.59,0.558,0,False,0.0248,0.58,38749.64,43
L00411,C00411,personal loan,42787.06,42620.03,0.784,0,False,0.05792,0.5954,42633.39,22
L00412,C00412,credit card,42163.95,40328.29,0.513,15,False,0.04388,0.72,41337.9,49
L00413,C00413,SME loan,71442.34,33986.56,0.537,0,False,0.06011,0.48,43350.51,54
L00414,C00414,credit card,13301.64,12483.15,0.811,15,False,0.07151,0.7474,12933.32,18
L00415,C00415,mortgage,36795.84,30648.87,0.662,31,False,0.19281,0.22,30771.81,54
L00416,C00416,personal loan,45013.69,23257.69,0.798,0,False,0.12009,0.6014,24998.17,19
L00417,C00417,mortgage,63835.09,55413.44,0.95,31,False,0.1642,0.3101,55581.87,15
L00418,C00418,personal loan,46917.04,23519.72,0.5,0,False,0.0273,0.58,25391.51,45
L00419,C00419,mortgage,41189.98,29241.84,0.709,0,False,0.07072,0.22,29480.8,12
L00420,C00420,mortgage,34271.06,10213.04,0.444,0,False,0.03423,0.22,10694.2,23
L00421,C00421,credit card,51978.3,38295.24,0.86,5,False,0.02948,0.7694,45820.93,12
L00422,C00422,mortgage,72031.88,19010.32,0.644,5,False,0.07113,0.22,20070.75,68
L00423,C00423,mortgage,65005.39,43647.94,0.705,0,False,0.38659,0.22,44075.09,35
L00424,C00424,credit card,100684.43,95910.37,0.938,15,False,0.33621,0.8046,98536.1,2
L00425,C00425,personal loan,36380.43,8854.09,0.384,0,False,0.00629,0.58,11056.19,63
L00426,C00426,mortgage,76743.62,60543.46,0.736,5,False,0.11905,0.22,60867.46,3
L00427,C00427,mortgage,16409.67,11024.3,0.456,0,False,0.20208,0.22,11132.01,74
L00428,C00428,mortgage,38887.95,22621.63,0.763,0,False,0.01232,0.2261,22946.95,35
L00429,C00429,SME loan,137819.73,96233.54,0.31,0,False,0.03231,0.48,106630.09,54
L00430,C00430,personal loan,26005.22,22833.86,0.579,15,False,0.02207,0.58,23087.56,34
L00431,C00431,personal loan,82068.65,60153.22,0.583,0,False,0.09981,0.58,61906.45,40
L00432,C00432,personal loan,31332.47,17780.45,0.899,0,False,0.03485,0.6469,18864.61,53
L00433,C00433,credit card,54187.59,20447.38,0.745,130,True,0.14988,0.72,39004.49,70
L00434,C00434,SME loan,16277.76,8887.53,0.438,31,False,0.17281,0.48,10735.09,45
L00435,C00435,mortgage,176136.62,85509.5,0.535,0,False,0.00643,0.22,87322.04,12
L00436,C00436,mortgage,147033.82,63586.72,0.874,0,False,0.01247,0.2756,65255.66,8
L00437,C00437,personal loan,29465.31,9793.28,0.604,0,False,0.12841,0.58,11367.04,8
L00438,C00438,credit card,23698.77,22306.97,0.705,0,False,0.0478,0.72,23072.46,39
L00439,C00439,personal loan,15470.16,10414.96,0.573,0,False,0.01227,0.58,10819.38,60
L00440,C00440,mortgage,58480.35,24903.45,0.835,0,False,0.02341,0.2582,25574.99,39
L00441,C00441,personal loan,57737.41,26854.23,0.872,5,False,0.12678,0.635,29324.88,16
L00442,C00442,credit card,75662.43,47442.7,1.092,130,True,0.05054,0.8738,62963.55,25
L00443,C00443,personal loan,68661.96,33841.36,0.542,0,False,0.0385,0.58,36627.0,43
L00444,C00444,SME loan,24611.62,20447.28,0.543,0,False,0.00394,0.48,21488.37,5
L00445,C00445,personal loan,108719.45,88904.55,0.697,0,False,0.17765,0.58,90489.74,54
L00446,C00446,personal loan,154966.21,80610.76,0.594,5,False,0.15151,0.58,86559.19,35
L00447,C00447,mortgage,40065.63,16822.26,0.366,61,False,0.27417,0.22,17287.13,51
L00448,C00448,personal loan,32788.42,29391.41,0.842,0,False,0.04145,0.6213,29663.17,47
L00449,C00449,mortgage,42719.64,32980.13,0.878,31,False,0.24172,0.2777,33174.92,63
L00450,C00450,mortgage,37826.19,27075.44,0.39,31,False,0.64017,0.22,27290.46,2
L00451,C00451,credit card,94002.64,33301.33,0.576,0,False,0.04794,0.72,66687.05,1
L00452,C00452,SME loan,96241.79,22842.77,0.889,0,True,0.03931,0.5424,41192.53,51
L00453,C00453,personal loan,78359.86,56176.19,0.253,0,False,0.04651,0.58,57950.88,2
L00454,C00454,mortgage,40066.22,35691.4,0.695,0,False,0.00696,0.22,35778.89,3
L00455,C00455,mortgage,51865.4,38948.41,0.704,0,False,0.02889,0.22,39206.75,36
L00456,C00456,credit card,104387.61,49703.89,0.552,0,False,0.01474,0.72,79779.94,56
L00457,C00457,mortgage,78700.58,41413.57,0.731,15,False,0.05537,0.22,42159.31,54
L00458,C00458,credit card,58392.94,23394.54,0.755,95,True,0.08263,0.7221,42643.66,64
L00459,C00459,personal loan,64375.45,14432.31,0.393,0,False,0.13449,0.58,18427.76,15
L00460,C00460,SME loan,114314.77,93302.17,0.865,0,False,0.00753,0.5319,98555.32,66
L00461,C00461,credit card,38400.68,15270.89,0.627,0,False,0.02698,0.72,27992.28,70
L00462,C00462,personal loan,24005.44,19293.85,0.955,15,False,0.054,0.6723,19670.78,74
L00463,C00463,credit card,38963.98,33239.53,0.4,0,False,0.02256,0.72,36387.98,45
L00464,C00464,mortgage,196200.21,47021.86,0.575,0,False,0.04413,0.22,50005.43,11
L00465,C00465,mortgage,28207.75,15188.51,0.519,15,False,0.06201,0.22,15448.89,25
L00466,C00466,credit card,120921.6,112430.68,0.554,0,False,0.00779,0.72,117100.68,29
L00467,C00467,credit card,22668.17,12761.1,1.086,95,True,0.18239,0.871,18209.99,66
L00468,C00468,personal loan,51286.4,21235.95,0.585,0,False,0.0335,0.58,23639.99,67
L00469,C00469,credit card,80987.24,24165.62,0.665,0,False,0.01083,0.72,55417.51,57
L00470,C00470,SME loan,38178.77,37637.65,0.641,0,False,0.01424,0.48,37772.93,7
L00471,C00471,mortgage,31669.41,22893.32,0.57,0,False,0.09922,0.22,23068.84,1
L00472,C00472,personal loan,67383.36,67321.24,0.544,0,False,0.26065,0.58,67326.21,10
L00473,C00473,mortgage,23683.46,20117.45,0.797,95,True,0.10898,0.241,20188.77,41
L00474,C00474,mortgage,109569.19,60251.85,0.523,0,False,0.14028,0.22,61238.2,38
L00475,C00475,mortgage,32741.42,28290.97,0.74,0,False,0.01382,0.22,28379.98,10
L00476,C00476,personal loan,71232.2,54377.51,0.79,31,False,0.29182,0.598,55725.88,69
L00477,C00477,credit card,32769.33,26344.73,0.622,0,False,0.02199,0.72,29878.26,30
L00478,C00478,mortgage,45861.93,42073.73,0.724,0,False,,0.22,42149.49,21
L00479,C00479,mortgage,45195.92,41459.95,0.517,0,False,0.19406,0.22,41534.67,32
L00480,C00480,mortgage,101432.3,41773.02,0.639,0,False,0.03863,0.22,42966.21,48
L00481,C00481,mortgage,76277.05,35795.39,0.352,15,False,0.10729,0.22,36605.02,25
L00482,C00482,personal loan,21795.56,7600.21,0.5,0,False,0.04947,0.58,8735.84,5
L00483,C00483,mortgage,17660.25,8300.04,0.715,0,False,0.06157,0.22,8487.24,66
L00484,C00484,SME loan,21355.46,19027.24,0.934,0,False,0.0062,0.5629,19609.29,38
L00485,C00485,personal loan,27273.68,8841.91,0.767,0,False,0.0234,0.5875,10316.46,44
L00486,C00486,mortgage,106030.8,76323.06,0.753,0,False,0.01197,0.2214,76917.22,46
L00487,C00487,personal loan,55880.71,53064.76,0.812,0,False,0.04517,0.6079,53290.04,50
L00488,C00488,mortgage,109419.85,81411.35,0.513,0,False,0.0195,0.22,81971.52,52
L00489,C00489,credit card,28127.14,9717.72,0.614,0,False,0.07543,0.72,19842.9,70
L00490,C00490,mortgage,40527.57,30938.35,0.588,0,False,0.42865,0.22,31130.14,52
L00491,C00491,credit card,36031.17,33514.19,0.335,0,False,0.04635,0.72,34898.53,49
L00492,C00492,mortgage,16278.31,6275.47,0.405,0,False,0.01116,0.22,6475.53,63
L00493,C00493,personal loan,118002.48,63444.72,0.739,15,False,0.12634,0.58,67809.34,58
L00494,C00494,personal loan,22634.11,6520.02,0.891,61,False,0.1772,0.6436,7809.15,43
L00495,C00495,mortgage,20223.44,8829.91,0.733,0,False,0.05648,0.22,9057.78,54
L00496,C00496,credit card,61211.22,25607.42,0.456,0,False,0.00959,0.72,45189.51,48
L00497,C00497,personal loan,103905.19,96163.0,0.855,0,False,0.0175,0.6273,96782.37,37
L00498,C00498,credit card,88299.0,46233.57,0.57,5,False,0.0285,0.72,69369.55,33
L00499,C00499,mortgage,71483.24,25979.39,0.412,61,False,0.18168,0.22,26889.47,54
L00500,C00500,personal loan,147929.79,51587.55,0.789,0,False,0.0388,0.5975,59294.93,25
L00501,C00501,mortgage,32121.73,21838.13,0.801,15,False,0.05344,0.2429,22043.81,29
L00502,C00502,credit card,14729.75,6434.62,1.014,0,False,0.09426,0.839,10996.94,12
L00503,C00503,mortgage,73396.27,50291.61,0.593,0,False,0.18638,0.22,50753.71,60
L00504,C00504,personal loan,38322.43,19443.91,0.917,0,False,0.02389,0.6551,20954.19,9
L00505,C00505,credit card,77704.83,76388.34,0.635,0,False,0.02026,0.72,77112.41,70
L00506,C00506,personal loan,195825.06,142705.15,0.775,0,False,0.00973,0.591,146954.75,64
L00507,C00507,credit card,107071.35,65057.72,0.982,0,False,0.02377,0.8243,88165.21,21
L00508,C00508,SME loan,63224.83,46021.85,0.75,0,False,0.01021,0.4801,50322.59,49
L00509,C00509,credit card,33206.03,13326.2,0.84,0,False,0.0853,0.7604,24260.1,32
L00510,C00510,mortgage,110285.44,79860.42,0.914,0,False,0.04408,0.2939,80468.92,47
L00511,C00511,mortgage,107497.37,71939.46,0.902,0,False,0.02073,0.2886,72650.62,9
L00512,C00512,mortgage,89565.31,70238.29,0.562,0,False,0.00476,0.22,70624.83,70
L00513,C00513,personal loan,60378.13,24669.07,0.975,0,False,0.0098,0.6814,27525.8,64
L00514,C00514,credit card,26197.7,11912.59,0.646,0,False,0.01213,0.72,19769.4,61
L00515,C00515,SME loan,61192.6,17626.58,0.548,0,False,0.04761,0.48,28518.09,8
L00516,C00516,credit card,125737.47,83699.7,0.681,0,False,0.10318,0.72,106820.48,74
L00517,C00517,SME loan,30530.94,13122.55,1.026,0,False,0.02084,0.6044,17474.65,69
L00518,C00518,credit card,79573.35,28423.26,0.555,0,False,0.10788,0.72,56555.81,66
L00519,C00519,personal loan,214958.9,178855.77,0.837,5,False,0.07369,0.6193,181744.02,46
L00520,C00520,mortgage,82695.32,43700.16,0.618,0,False,0.04933,0.22,44480.06,11
L00521,C00521,SME loan,78866.12,46444.02,1.105,0,False,0.01517,0.64,54549.54,49
L00522,C00522,credit card,57517.92,23442.44,0.402,0,False,0.1048,0.72,42183.95,41
L00523,C00523,mortgage,87447.26,45612.36,0.414,0,False,0.26264,0.22,46449.06,31
L00524,C00524,mortgage,471367.29,411279.56,0.389,15,False,0.04019,0.22,412481.31,9
L00525,C00525,personal loan,30112.52,26458.35,0.63,5,False,,0.58,26750.68,7
L00526,C00526,mortgage,31187.8,14255.3,0.742,0,False,0.03882,0.22,14593.95,4
L00527,C00527,personal loan,64391.93,61042.19,0.409,15,False,0.1725,0.58,61310.17,66
L00528,C00528,credit card,24852.89,20313.75,0.276,0,False,0.14214,0.72,22810.28,49
L00529,C00529,personal loan,28238.88,7758.47,0.57,61,False,0.06942,0.58,9396.9,35
L00530,C00530,mortgage,25071.38,11688.72,0.891,5,False,,0.2833,11956.38,69
L00531,C00531,mortgage,51001.73,47650.27,0.3,0,False,0.07537,0.22,47717.29,58
L00532,C00532,personal loan,11622.18,4766.42,0.494,0,False,0.01244,0.58,5314.88,48
L00533,C00533,mortgage,30450.5,15524.16,0.856,15,False,0.14229,0.2676,15822.68,7
L00534,C00534,mortgage,21734.61,18561.15,0.626,130,True,0.48746,0.22,18624.62,64
L00535,C00535,mortgage,36820.14,20474.08,0.682,5,False,0.09876,0.22,20801.0,14
L00536,C00536,mortgage,68807.19,59333.21,0.405,31,False,0.05124,0.22,59522.69,32
L00537,C00537,credit card,68595.85,60194.47,0.725,0,False,0.03816,0.72,64815.23,11
L00538,C00538,personal loan,52857.18,51263.38,0.728,0,False,0.15517,0.58,51390.88,52
L00539,C00539,mortgage,73153.43,42079.95,0.832,5,False,0.02869,0.2569,42701.42,12
L00540,C00540,SME loan,39614.71,26075.05,0.829,0,False,0.12862,0.5157,29459.97,1
L00541,C00541,credit card,46387.28,20031.17,0.649,0,False,0.04158,0.72,34527.03,58
L00542,C00542,personal loan,28415.19,22875.04,0.793,15,False,0.15096,0.5993,23318.25,39
L00543,C00543,credit card,54689.21,46064.64,0.428,0,False,0.18657,0.72,50808.15,3
L00544,C00544,credit card,38471.84,14979.72,0.581,31,False,0.15832,0.72,27900.39,69
L00545,C00545,mortgage,14754.51,3923.41,0.804,0,False,0.07121,0.2444,4140.03,17
L00546,C00546,credit card,49877.87,37727.42,0.317,61,False,0.40345,0.72,44410.17,72
L00547,C00547,personal loan,247340.67,95971.77,0.429,0,False,0.0198,0.58,108081.28,11
L00548,C00548,mortgage,15871.35,10715.18,0.539,31,False,0.34621,0.22,10818.31,7
L00549,C00549,mortgage,51371.05,22355.17,0.772,0,False,0.01559,0.23,22935.49,43
L00550,C00550,credit card,13507.1,7933.51,0.748,0,False,0.03713,0.72,10998.99,60
L00551,C00551,mortgage,150615.71,95551.25,0.462,15,False,0.38447,0.22,96652.54,4
L00552,C00552,SME loan,188348.82,113787.25,0.696,0,False,0.09152,0.48,132427.64,14
L00553,C00553,credit card,106445.04,67455.54,0.906,0,False,0.10313,0.7902,88899.77,58
L00554,C00554,SME loan,142772.84,72990.97,0.911,0,False,0.06621,0.5524,90436.44,39
L00555,C00555,personal loan,43078.19,14322.91,0.327,15,False,0.09724,0.58,16623.34,59
L00556,C00556,SME loan,29724.34,26115.26,0.583,0,False,0.3435,0.48,27017.53,69
L00557,C00557,mortgage,18407.58,16329.47,0.852,0,False,0.04389,0.266,16371.04,45
L00558,C00558,credit card,46954.05,46822.65,0.889,0,False,0.26504,0.7827,46894.92,50
L00559,C00559,personal loan,93395.79,24937.61,0.596,0,False,0.02403,0.58,30414.27,12
L00560,C00560,personal loan,67266.49,57560.31,0.608,0,False,0.14483,0.58,58336.8,36
L00561,C00561,personal loan,41360.46,15482.2,0.824,0,False,0.07411,0.6132,17552.47,11
L00562,C00562,credit card,165128.21,103716.88,0.976,0,False,0.02559,0.8216,137493.11,42
L00563,C00563,mortgage,19408.53,4379.76,0.579,0,False,0.01057,0.22,4680.33,10
L00564,C00564,personal loan,26873.68,9048.77,0.385,0,False,0.0605,0.58,10474.76,13
L00565,C00565,credit card,96173.09,39454.98,0.597,0,False,0.29153,0.72,70649.94,8
L00566,C00566,mortgage,12401.32,4250.14,0.815,130,True,0.07513,0.2493,4413.16,29
L00567,C00567,mortgage,19379.06,13443.55,0.213,0,False,0.1558,0.22,13562.26,54
L00568,C00568,credit card,44383.31,18807.76,0.48,5,False,0.26568,0.72,32874.31,29
L00569,C00569,personal loan,75589.34,27089.32,0.743,0,False,0.13066,0.58,30969.32,61
L00570,C00570,mortgage,75926.82,23440.56,0.512,31,False,0.03873,0.22,24490.28,47
L00571,C00571,mortgage,115203.46,80157.73,0.614,0,False,0.06852,0.22,80858.64,34
L00572,C00572,SME loan,71640.29,39621.25,0.712,0,False,0.03415,0.48,47626.01,43
L00573,C00573,credit card,24726.01,15863.52,0.665,15,False,0.03338,0.72,20737.89,0
L00574,C00574,SME loan,36561.86,14765.53,0.612,0,False,0.00565,0.48,20214.61,58
L00575,C00575,credit card,35047.72,30287.64,0.543,0,False,0.05117,0.72,32905.69,18
L00576,C00576,SME loan,87718.29,32895.82,0.871,61,False,0.19291,0.5344,46601.43,50
L00577,C00577,mortgage,80972.77,56616.26,0.907,0,False,0.00624,0.2906,57103.39,71
L00578,C00578,mortgage,35453.75,33466.41,0.9,0,False,0.18903,0.2873,33506.16,54
L00579,C00579,SME loan,14602.62,11600.75,0.883,0,False,0.01232,0.5399,12351.22,12
L00580,C00580,credit card,55712.8,50287.62,0.877,0,False,0.20452,0.7769,53271.47,14
L00581,C00581,credit card,16503.07,14472.29,0.525,0,False,0.0432,0.72,15589.22,41
L00582,C00582,personal loan,22500.28,8531.48,0.664,0,False,0.07486,0.58,9648.99,17
L00583,C00583,mortgage,54440.93,12119.44,1.046,0,False,0.21759,0.3534,12965.87,42
L00584,C00584,personal loan,58247.64,31778.9,0.416,31,False,0.30099,0.58,33896.4,23
L00585,C00585,SME loan,28137.75,21631.05,0.494,130,True,0.11839,0.48,23257.73,66
L00586,C00586,credit card,49035.46,16286.44,0.643,0,False,0.02003,0.72,34298.4,10
L00587,C00587,personal loan,61910.57,30913.65,0.56,0,False,0.04148,0.58,33393.41,19
L00588,C00588,personal loan,170888.7,76519.81,0.9,0,False,0.05972,0.6477,84069.32,7
L00589,C00589,credit card,82646.42,25094.2,0.589,0,False,0.03691,0.72,56747.92,70
L00590,C00590,personal loan,28504.43,6530.32,0.551,0,False,0.12191,0.58,8288.25,31
