transaction_id,customer_id,amount,merchant_category,hour,country_risk,device_mismatch,velocity_24h,round_amount,rapid_in_out,fraud_label
T000454,C00333,20.6,travel,5,standard,False,1,False,False,False
T000455,C00035,14.96,cash,8,standard,False,0,False,False,False
T000456,C00341,105.67,cash,8,standard,False,3,False,False,False
T000457,C00387,51.89,utilities,1,standard,False,1,False,False,False
T000458,C00539,33.76,utilities,4,standard,True,5,False,False,False
T000459,C00684,43.39,electronics,10,standard,False,2,False,False,False
T000460,C00255,70.57,travel,12,standard,False,3,False,False,False
T000461,C00743,53.37,electronics,10,standard,False,1,False,False,False
T000462,C00142,44.32,travel,2,standard,False,1,False,False,False
T000463,C00712,91.85,groceries,4,standard,False,4,False,False,False
T000464,C00518,26.73,crypto,22,standard,True,0,False,True,False
T000465,C00203,42.13,crypto,15,high,False,0,False,False,False
T000466,C00082,277.17,groceries,11,standard,False,4,False,False,False
T000467,C00301,112.76,crypto,3,standard,True,0,False,False,True
T000468,C00651,10.35,electronics,14,standard,False,2,False,True,False
T000469,C00020,427.17,utilities,3,standard,False,1,False,False,False
T000470,C00678,29.75,travel,8,standard,True,4,False,False,False
T000471,C00000,478.73,electronics,4,standard,False,3,False,False,False
T000472,C00437,85.52,crypto,1,standard,False,2,False,False,False
T000473,C00662,223.94,utilities,3,standard,False,6,False,False,False
T000474,C00197,10.73,utilities,11,standard,True,4,False,False,True
T000475,C00433,32.26,crypto,9,standard,True,5,False,False,False
T000476,C00608,37.09,cash,15,standard,False,3,False,False,False
T000477,C00210,40.46,electronics,0,standard,False,0,False,False,False
T000478,C00055,31.59,groceries,7,standard,False,3,False,False,False
T000479,C00746,37.27,groceries,15,standard,False,4,False,False,False
T000480,C00509,65.36,crypto,12,high,False,3,False,False,False
T000481,C00643,37.95,crypto,11,high,True,4,False,False,False
T000482,C00014,63.21,utilities,13,standard,False,0,False,False,False
T000483,C00063,107.28,electronics,23,standard,False,1,False,True,False
T000484,C00331,10.51,crypto,16,standard,False,4,False,False,False
T000485,C00646,57.14,groceries,5,standard,False,1,False,False,False
T000486,C00642,25.39,electronics,9,high,True,3,False,False,False
T000487,C00254,66.4,travel,16,standard,False,3,False,False,False
T000488,C00346,144.65,crypto,9,standard,False,0,False,False,False
T000489,C00673,15.83,cash,22,standard,False,1,False,False,False
T000490,C00448,48.24,travel,23,standard,False,1,False,False,False
T000491,C00074,203.26,electronics,2,standard,False,6,False,False,False
T000492,C00595,233.79,utilities,15,standard,False,2,False,False,False
T000493,C00039,41.35,travel,7,standard,False,5,False,False,False
T000494,C00552,197.45,cash,4,standard,False,0,False,False,False
T000495,C00574,102.32,utilities,3,standard,False,4,False,False,False
T000496,C00455,78.58,groceries,12,standard,False,0,False,False,False
T000497,C00193,42.56,crypto,2,standard,False,3,False,False,False
T000498,C00300,99.74,utilities,12,standard,False,4,False,False,False
T000499,C00656,156.01,travel,12,standard,False,2,False,False,False
T000500,C00612,35.65,groceries,3,standard,False,6,False,True,False
T000501,C00285,123.76,electronics,14,standard,False,1,False,False,False
T000502,C00210,20.83,utilities,20,standard,False,4,False,False,False
T000503,C00285,20.22,cash,8,high,False,8,False,False,True
T000504,C00206,134.98,groceries,21,standard,False,3,False,False,False
T000505,C00471,58.03,groceries,12,high,False,1,False,False,False
T000506,C00199,30.37,travel,15,standard,False,3,False,False,False
T000507,C00508,108.18,groceries,19,standard,False,3,False,False,False
T000508,C00455,160.68,cash,20,standard,False,1,False,False,False
T000509,C00673,78.01,cash,11,standard,False,1,False,False,False
T000510,C00082,370.67,utilities,1,standard,True,2,False,False,True
T000511,C00380,34.84,electronics,9,standard,False,2,False,False,False
T000512,C00414,36.16,travel,18,standard,False,4,False,False,False
T000513,C00639,202.83,electronics,1,standard,False,3,False,False,False
T000514,C00667,24.6,electronics,20,standard,False,1,False,False,False
T000515,C00469,161.45,cash,16,standard,False,2,False,False,False
T000516,C00407,12.66,electronics,6,standard,True,2,False,False,False
T000517,C00212,24.9,travel,11,standard,False,2,False,False,False
T000518,C00132,61.0,cash,16,standard,False,4,False,False,False
T000519,C00702,47.32,crypto,15,standard,False,4,False,False,False
T000520,C00313,392.39,travel,16,high,False,3,False,False,False
T000521,C00061,25.94,electronics,7,standard,False,2,False,False,False
T000522,C00687,71.23,travel,0,standard,False,1,False,False,False
T000523,C00421,87.59,cash,10,high,False,2,False,True,False
T000524,C00313,65.72,groceries,6,standard,False,1,False,False,False
T000525,C00056,255.63,electronics,16,standard,False,1,False,False,False
T000526,C00225,39.63,utilities,15,standard,False,5,False,False,False
T000527,C00690,41.97,electronics,3,standard,False,1,False,False,False
T000528,C00389,25.11,crypto,18,standard,False,1,False,False,False
T000529,C00471,192.84,cash,18,standard,False,1,False,False,False
T000530,C00086,98.24,utilities,22,standard,False,1,False,False,False
T000531,C00304,99.89,travel,10,standard,False,5,False,False,False
T000532,C00452,93.39,travel,0,standard,False,1,False,False,False
T000533,C00179,21.99,utilities,12,standard,False,2,False,False,False
T000534,C00345,127.5,cash,9,standard,False,4,False,True,False
T000535,C00636,104.93,groceries,11,high,False,3,False,False,False
T000536,C00342,353.31,cash,6,standard,False,3,False,False,False
T000537,C00026,117.69,groceries,18,standard,False,2,False,False,False
T000538,C00179,31.59,groceries,8,standard,False,3,False,False,False
T000539,C00569,53.28,cash,10,standard,False,2,False,False,False
T000540,C00099,526.0,cash,6,high,False,0,False,False,False
T000541,C00510,20.16,electronics,7,high,False,1,False,False,False
T000542,C00672,16.96,travel,15,standard,False,1,False,True,False
T000543,C00462,96.52,electronics,19,standard,True,3,False,False,False
T000544,C00198,358.34,utilities,15,standard,False,1,False,False,False
T000545,C00388,80.61,crypto,10,standard,False,0,False,False,False
T000546,C00309,20.9,electronics,9,high,False,1,False,False,False
T000547,C00744,806.95,electronics,5,standard,False,1,False,False,False
T000548,C00101,32.59,electronics,13,standard,False,3,False,True,False
T000549,C00392,182.55,travel,1,standard,False,2,False,False,False
T000550,C00010,359.2,cash,19,standard,False,1,False,True,False
T000551,C00172,82.85,travel,10,standard,False,2,False,False,False
T000552,C00053,144.14,cash,20,standard,False,1,False,False,False
T000553,C00351,372.95,groceries,17,standard,False,2,False,False,False
T000554,C00356,18.52,electronics,1,standard,False,1,False,False,False
T000555,C00291,175.81,groceries,11,standard,False,3,False,False,False
T000556,C00008,270.39,utilities,8,standard,True,0,False,False,False
T000557,C00351,293.42,crypto,11,standard,False,2,False,False,False
T000558,C00308,47.58,groceries,22,high,False,3,False,False,False
T000559,C00267,122.45,electronics,5,standard,False,3,False,False,False
T000560,C00645,40.08,cash,9,standard,False,2,False,False,False
T000561,C00259,38.99,cash,3,standard,False,0,False,True,False
T000562,C00492,27.11,travel,1,standard,False,2,False,False,False
T000563,C00410,147.86,electronics,6,standard,True,2,False,False,False
T000564,C00704,92.62,travel,19,standard,False,2,False,False,False
T000565,C00607,256.86,utilities,20,standard,False,0,False,True,False
T000566,C00370,5.63,utilities,3,standard,False,4,False,False,True
T000567,C00135,28.42,electronics,1,standard,False,3,False,False,False
T000568,C00230,106.99,crypto,9,standard,False,0,False,False,False
T000569,C00118,494.28,electronics,9,standard,False,1,False,False,False
T000570,C00124,34.53,groceries,18,standard,False,4,False,True,False
T000571,C00530,11.01,electronics,19,high,False,1,False,False,False
T000572,C00057,40.06,travel,10,standard,False,3,False,False,False
T000573,C00487,69.75,utilities,2,standard,False,1,False,False,False
T000574,C00679,184.59,crypto,10,standard,False,1,False,False,False
T000575,C00599,260.79,utilities,8,standard,False,3,False,False,False
T000576,C00595,166.37,electronics,6,standard,False,1,False,False,False
T000577,C00489,69.26,crypto,22,standard,False,4,False,False,False
T000578,C00153,747.62,utilities,23,standard,False,1,False,False,False
T000579,C00401,36.34,electronics,1,standard,False,2,False,False,False
T000580,C00604,77.04,cash,11,standard,False,4,False,False,False
T000581,C00654,146.87,electronics,9,standard,False,2,False,False,False
T000582,C00710,44.29,cash,20,standard,False,4,False,False,False
T000583,C00376,60.39,cash,17,standard,False,2,False,True,False
T000584,C00096,155.76,travel,3,standard,False,0,False,False,False
T000585,C00729,29.12,electronics,12,standard,True,1,False,False,False
T000586,C00541,63.49,cash,6,standard,False,3,False,False,False
T000587,C00425,65.82,electronics,16,standard,False,2,False,False,False
T000588,C00045,917.1,cash,21,standard,False,2,False,False,False
T000589,C00233,191.4,cash,20,standard,False,0,False,False,False
T000590,C00102,37.45,crypto,7,standard,False,0,False,False,False
T000591,C00628,179.34,electronics,11,standard,False,3,False,True,False
T000592,C00519,25.3,groceries,0,standard,False,5,False,False,False
T000593,C00693,126.23,electronics,21,high,False,2,False,True,False
T000594,C00234,13.47,crypto,22,standard,True,1,False,False,False
T000595,C00743,176.45,cash,6,standard,True,3,False,True,True
T000596,C00640,67.41,groceries,13,standard,False,6,False,False,False
T000597,C00367,19.1,travel,12,standard,False,1,False,False,False
T000598,C00175,126.83,travel,8,standard,False,0,False,False,False
T000599,C00609,201.49,electronics,6,standard,False,2,False,False,False
T000600,C00243,123.1,cash,14,standard,False,2,False,True,False
T000601,C00223,97.89,crypto,15,standard,False,2,False,False,False
T000602,C00095,19.63,cash,20,standard,False,1,False,False,False
T000603,C00640,193.94,electronics,4,standard,False,1,False,False,False
T000604,C00347,7.79,groceries,23,standard,False,2,False,False,False
T000605,C00675,43.76,groceries,11,high,False,5,False,False,False
T000606,C00176,682.99,groceries,8,standard,False,1,False,False,True
T000607,C00252,18.12,electronics,13,high,False,3,False,False,False
T000608,C00427,11.82,electronics,12,standard,True,3,False,False,False
T000609,C00299,29.57,groceries,22,standard,False,2,False,False,False
T000610,C00282,120.33,crypto,2,standard,True,3,False,False,False
T000611,C00084,73.1,groceries,2,standard,True,2,False,False,False
T000612,C00124,233.65,utilities,20,high,False,2,False,False,False
T000613,C00227,83.94,electronics,13,high,True,3,False,False,False
T000614,C00429,25.68,crypto,3,standard,True,1,False,False,True
T000615,C00070,215.4,utilities,7,standard,True,2,False,True,False
T000616,C00316,43.22,electronics,4,standard,True,2,False,False,False
T000617,C00527,162.82,travel,17,standard,False,2,False,False,False
T000618,C00083,354.24,crypto,9,standard,False,0,False,False,False
T000619,C00127,137.12,travel,4,standard,False,1,False,False,False
T000620,C00368,322.43,crypto,20,standard,False,1,False,False,False
T000621,C00597,21.66,crypto,5,standard,False,2,False,False,False
T000622,C00656,50.67,electronics,21,standard,False,1,False,False,False
T000623,C00326,97.7,groceries,13,standard,False,0,False,False,False
T000624,C00747,22.66,groceries,23,standard,False,4,False,True,False
T000625,C00448,335.64,utilities,22,standard,True,2,False,False,True
T000626,C00570,303.95,travel,3,standard,False,4,False,False,False
T000627,C00342,134.34,groceries,21,standard,False,3,False,False,False
T000628,C00530,154.54,cash,23,standard,False,1,False,False,False
T000629,C00643,70.74,cash,16,standard,False,4,False,False,False
T000630,C00177,25.94,travel,17,standard,False,3,False,False,False
T000631,C00206,41.97,travel,23,high,False,2,False,False,False
T000632,C00189,62.01,electronics,11,standard,False,1,False,False,False
T000633,C00663,104.46,utilities,1,standard,False,2,False,False,False
T000634,C00127,70.67,utilities,9,standard,False,4,False,True,False
T000635,C00136,110.34,groceries,5,standard,False,1,False,False,False
T000636,C00027,19.77,travel,13,standard,False,3,False,True,False
T000637,C00141,36.42,crypto,11,standard,False,6,False,False,False
T000638,C00282,98.18,cash,8,standard,False,1,False,False,False
T000639,C00400,230.23,electronics,21,standard,False,0,False,False,False
T000640,C00001,14.26,groceries,1,high,False,2,False,False,False
T000641,C00331,117.37,electronics,2,standard,False,2,False,False,False
T000642,C00391,179.86,travel,6,standard,False,2,False,False,False
T000643,C00141,76.64,cash,3,standard,False,1,False,True,False
T000644,C00460,89.62,groceries,9,standard,False,5,False,False,False
T000645,C00683,53.41,travel,21,standard,False,1,False,False,False
T000646,C00357,78.84,cash,1,standard,True,0,False,False,False
T000647,C00646,55.06,travel,22,standard,False,1,False,False,False
T000648,C00279,16.35,electronics,18,standard,False,5,False,False,False
T000649,C00005,351.56,electronics,9,standard,False,6,False,True,False
T000650,C00238,115.93,electronics,2,standard,False,2,False,False,False
T000651,C00502,46.98,cash,1,standard,False,4,False,False,False
T000652,C00351,341.02,utilities,4,standard,False,4,False,False,False
T000653,C00007,61.37,cash,0,standard,False,1,False,False,False
T000654,C00509,163.95,crypto,5,standard,True,3,False,False,False
T000655,C00399,13.8,groceries,18,standard,False,4,False,True,False
T000656,C00346,43.5,travel,19,standard,False,3,False,False,False
T000657,C00738,262.69,travel,3,standard,True,2,False,False,True
T000658,C00343,399.43,electronics,20,high,False,3,False,False,False
T000659,C00426,619.82,cash,13,standard,False,0,False,False,False
T000660,C00022,384.0,crypto,0,standard,False,2,False,False,False
T000661,C00489,572.98,utilities,21,standard,False,1,False,False,False
T000662,C00273,39.75,groceries,11,standard,False,0,False,False,False
T000663,C00434,18.39,crypto,13,high,True,0,False,False,False
T000664,C00191,6.26,groceries,3,standard,False,3,False,False,False
T000665,C00657,93.11,travel,7,standard,False,0,False,False,True
T000666,C00303,64.2,utilities,19,standard,False,1,False,False,False
T000667,C00035,434.07,groceries,8,standard,False,1,False,False,False
T000668,C00734,65.21,groceries,14,standard,False,3,False,False,False
T000669,C00587,484.83,groceries,3,standard,False,2,False,False,False
T000670,C00704,15.28,cash,20,standard,False,2,False,False,False
T000671,C00289,565.88,groceries,6,standard,True,1,False,False,False
T000672,C00249,77.62,cash,12,standard,False,2,False,True,False
T000673,C00249,370.92,groceries,14,high,False,1,False,False,False
T000674,C00595,245.56,cash,2,standard,False,3,False,False,False
T000675,C00531,32.95,groceries,20,standard,True,3,False,False,False
T000676,C00593,225.19,cash,14,standard,False,0,False,False,False
T000677,C00278,43.93,groceries,17,standard,False,2,False,False,False
T000678,C00520,223.77,travel,5,standard,False,3,False,False,False
T000679,C00542,161.22,groceries,2,standard,False,2,False,True,False
T000680,C00130,135.01,groceries,11,standard,False,2,False,False,False
T000681,C00415,71.57,utilities,1,standard,False,2,False,False,False
T000682,C00179,65.45,electronics,3,standard,False,4,False,False,False
T000683,C00738,91.43,crypto,23,standard,False,1,False,False,False
T000684,C00699,6.23,crypto,11,standard,True,5,False,False,True
T000685,C00150,248.66,cash,10,standard,False,5,False,False,False
T000686,C00508,78.53,crypto,2,standard,False,5,False,False,False
T000687,C00720,108.36,cash,2,standard,False,2,False,False,True
T000688,C00363,31.03,travel,3,standard,False,1,False,False,False
T000689,C00155,118.94,utilities,2,standard,False,1,False,False,False
T000690,C00526,51.46,electronics,3,standard,False,0,False,False,False
T000691,C00183,480.75,electronics,14,standard,False,0,False,False,False
T000692,C00371,18.31,travel,3,standard,False,0,False,False,False
T000693,C00554,332.28,crypto,2,standard,False,2,False,False,False
T000694,C00450,35.48,crypto,13,high,False,1,False,False,False
T000695,C00057,126.49,utilities,12,high,False,1,False,False,False
T000696,C00690,64.24,crypto,22,standard,False,1,False,False,False
T000697,C00390,29.37,cash,2,high,False,5,False,False,False
T000698,C00235,8.91,utilities,2,standard,False,4,False,False,False
T000699,C00292,190.15,cash,23,standard,False,0,False,False,False
T000700,C00493,12.84,crypto,16,standard,False,1,False,False,False
T000701,C00008,50.59,travel,19,standard,False,2,False,False,False
T000702,C00645,352.5,utilities,17,standard,False,1,False,False,False
T000703,C00179,364.0,crypto,20,standard,False,0,False,False,False
T000704,C00505,115.15,crypto,15,standard,False,3,False,False,False
T000705,C00321,14.18,cash,21,standard,False,2,False,False,False
T000706,C00368,72.46,electronics,11,standard,False,0,False,False,False
T000707,C00598,90.27,cash,9,standard,False,2,False,False,False
T000708,C00118,34.5,utilities,3,standard,False,0,False,False,False
T000709,C00723,361.64,groceries,4,high,False,3,False,False,False
T000710,C00000,107.71,utilities,12,standard,True,3,False,False,True
T000711,C00413,117.39,groceries,19,standard,False,2,False,False,False
T000712,C00155,73.91,groceries,18,standard,False,2,False,False,False
T000713,C00100,18.6,cash,14,standard,False,0,False,False,False
T000714,C00387,29.84,groceries,17,standard,False,1,False,False,False
T000715,C00035,28.31,cash,0,standard,False,2,False,False,False
T000716,C00318,313.61,crypto,5,standard,False,1,False,True,False
T000717,C00702,86.38,travel,8,standard,False,4,False,False,False
T000718,C00035,135.94,travel,11,standard,True,2,False,False,True
T000719,C00310,130.22,cash,18,standard,False,2,False,False,False
T000720,C00725,128.88,travel,10,standard,False,3,False,False,False
T000721,C00679,517.87,groceries,15,standard,False,3,False,False,False
T000722,C00584,210.25,crypto,11,standard,False,1,False,True,False
T000723,C00045,115.22,groceries,23,standard,False,1,False,True,False
T000724,C00605,97.85,groceries,4,standard,False,3,False,False,False
T000725,C00223,410.98,electronics,3,standard,False,0,False,False,False
T000726,C00213,11.5,electronics,15,standard,False,3,False,False,False
T000727,C00071,361.29,electronics,5,standard,False,2,False,False,False
T000728,C00571,46.87,utilities,15,high,True,3,False,False,False
T000729,C00728,142.1,crypto,6,standard,True,2,False,False,False
T000730,C00561,61.74,groceries,18,standard,False,3,False,False,False
T000731,C00494,86.2,utilities,21,standard,False,0,False,False,False
T000732,C00437,63.36,cash,10,high,False,3,False,False,False
T000733,C00316,1.54,utilities,10,standard,False,1,False,False,False
T000734,C00505,23.56,electronics,16,standard,False,3,False,False,False
T000735,C00122,32.84,cash,15,standard,True,3,False,False,False
T000736,C00194,18.57,cash,0,standard,False,2,False,False,False
T000737,C00677,10.12,utilities,8,standard,False,4,False,False,False
T000738,C00154,139.32,cash,13,high,False,4,False,False,False
T000739,C00493,25.33,crypto,17,standard,True,0,False,False,True
T000740,C00618,87.35,cash,14,standard,False,3,False,False,False
T000741,C00325,288.92,utilities,10,standard,False,3,False,False,False
T000742,C00624,23.59,utilities,21,standard,False,0,False,False,False
T000743,C00254,63.38,electronics,2,standard,True,2,False,False,False
T000744,C00255,269.07,cash,22,standard,False,1,False,False,False
T000745,C00557,54.68,travel,21,high,False,5,False,False,False
T000746,C00539,50.77,electronics,15,standard,False,0,False,False,False
T000747,C00701,7.36,electronics,11,standard,False,0,False,False,False
T000748,C00396,334.21,crypto,22,standard,False,1,False,False,False
T000749,C00139,57.58,crypto,20,standard,False,2,False,False,False
T000750,C00533,17.16,cash,13,standard,True,2,False,False,False
T000751,C00568,189.58,crypto,1,standard,False,4,False,False,False
T000752,C00231,46.83,groceries,15,standard,False,1,False,False,False
T000753,C00452,68.57,crypto,21,standard,False,1,False,False,False
T000754,C00307,36.03,utilities,17,standard,False,3,False,False,False
T000755,C00452,165.92,electronics,0,standard,False,5,False,False,False
T000756,C00709,154.29,travel,13,standard,False,1,False,False,False
T000757,C00648,44.25,electronics,13,standard,False,2,False,False,False
T000758,C00117,75.46,groceries,0,high,False,4,False,True,False
T000759,C00531,404.83,travel,3,standard,False,1,False,False,False
T000760,C00015,87.44,crypto,0,standard,False,1,False,False,False
T000761,C00165,44.66,cash,13,standard,False,3,False,False,False
T000762,C00521,345.39,travel,1,standard,False,3,False,False,False
T000763,C00313,36.17,cash,19,standard,False,3,False,False,False
T000764,C00234,79.98,crypto,17,standard,False,3,False,False,False
T000765,C00252,19.5,electronics,4,standard,True,2,False,False,False
T000766,C00663,28.1,crypto,17,standard,False,5,False,False,False
T000767,C00369,39.99,crypto,18,standard,True,1,False,False,False
T000768,C00388,135.31,electronics,23,standard,False,3,False,False,False
T000769,C00521,230.68,groceries,2,standard,False,0,False,False,False
T000770,C00727,45.27,groceries,5,standard,False,3,False,False,False
T000771,C00704,168.2,cash,6,high,False,2,False,True,False
T000772,C00174,66.59,utilities,19,standard,False,1,False,False,False
T000773,C00387,159.56,cash,1,standard,False,1,False,False,False
T000774,C00160,31.07,crypto,10,standard,False,1,False,False,False
T000775,C00367,99.68,cash,19,standard,False,3,False,False,False
T000776,C00423,62.5,electronics,23,standard,False,2,False,False,False
T000777,C00151,85.8,cash,8,standard,False,3,False,False,False
T000778,C00334,1153.18,electronics,4,standard,False,1,False,True,False
T000779,C00365,102.54,travel,16,standard,False,0,False,False,False
T000780,C00618,350.11,groceries,6,standard,False,0,False,False,False
T000781,C00642,244.3,travel,3,high,False,2,False,False,False
T000782,C00252,14.02,groceries,15,standard,False,2,False,False,False
T000783,C00274,117.93,cash,9,standard,False,6,False,False,False
T000784,C00708,245.29,cash,2,standard,False,2,False,False,True
T000785,C00204,13.73,utilities,8,standard,False,0,False,False,True
T000786,C00422,31.24,crypto,9,standard,True,2,False,True,False
T000787,C00140,3322.41,groceries,14,standard,False,2,False,False,False
T000788,C00135,84.14,electronics,0,standard,False,1,False,False,False
T000789,C00505,47.17,utilities,4,standard,False,1,False,False,False
T000790,C00685,79.53,travel,15,standard,False,1,False,False,False
T000791,C00044,30.04,groceries,1,standard,False,4,False,False,False
T000792,C00045,86.35,electronics,14,high,False,4,False,False,False
T000793,C00209,98.33,electronics,22,high,False,3,False,False,False
T000794,C00382,56.14,groceries,6,standard,True,1,False,False,True
T000795,C00184,364.95,groceries,21,standard,False,2,False,False,False
T000796,C00525,503.49,electronics,22,standard,True,3,False,False,False
T000797,C00477,241.48,cash,21,standard,False,4,False,False,False
T000798,C00392,32.95,travel,0,standard,False,2,False,False,False
T000799,C00717,43.43,utilities,3,standard,False,2,False,False,False
T000800,C00624,17.54,utilities,18,standard,False,2,False,False,False
T000801,C00525,118.61,groceries,14,standard,False,1,False,False,False
T000802,C00379,45.61,electronics,22,high,True,4,False,False,False
T000803,C00249,41.48,travel,5,standard,False,2,False,False,False
T000804,C00052,36.14,travel,13,standard,False,3,False,False,False
T000805,C00612,99.13,electronics,11,high,False,0,False,False,False
T000806,C00130,90.49,utilities,6,standard,False,2,False,False,False
T000807,C00206,21.48,utilities,7,standard,False,4,False,False,False
T000808,C00216,406.63,crypto,17,standard,False,3,False,False,False
T000809,C00170,92.2,electronics,3,standard,False,3,False,False,False
T000810,C00226,17.01,travel,0,standard,False,3,False,False,False
T000811,C00570,194.14,crypto,7,standard,False,2,False,False,False
T000812,C00228,29.65,cash,5,standard,False,0,False,False,False
T000813,C00353,564.33,groceries,18,high,True,4,False,False,False
T000814,C00211,334.47,travel,9,standard,False,2,False,False,False
T000815,C00729,139.1,crypto,3,standard,True,2,False,False,False
T000816,C00716,1003.59,crypto,7,high,False,3,False,True,False
T000817,C00056,28.68,crypto,1,standard,False,5,False,False,False
T000818,C00263,107.27,cash,5,standard,False,7,False,False,True
T000819,C00289,57.37,cash,7,standard,False,0,False,False,True
T000820,C00532,28.56,electronics,17,standard,False,4,False,False,False
T000821,C00112,18.61,cash,15,standard,False,1,False,False,False
T000822,C00041,261.98,travel,0,high,False,2,False,False,False
T000823,C00736,58.7,electronics,18,standard,False,3,False,False,False
T000824,C00145,26.71,electronics,3,standard,False,3,False,False,False
T000825,C00513,42.79,groceries,5,standard,False,3,False,False,False
T000826,C00429,2334.24,utilities,9,standard,False,3,False,False,False
T000827,C00727,78.79,crypto,8,standard,False,3,False,False,False
T000828,C00497,35.2,utilities,1,high,False,2,False,False,False
T000829,C00057,59.58,groceries,1,standard,False,0,False,False,False
T000830,C00604,281.91,travel,21,standard,False,3,False,False,False
T000831,C00052,67.27,utilities,16,standard,False,4,False,False,False
T000832,C00741,61.72,travel,17,standard,False,4,False,False,False
T000833,C00729,70.31,utilities,11,standard,False,3,False,True,False
T000834,C00726,42.55,crypto,15,standard,False,1,False,False,False
T000835,C00596,56.96,crypto,19,standard,False,3,False,False,False
T000836,C00356,346.0,groceries,12,high,False,4,False,False,False
T000837,C00199,59.25,utilities,5,standard,False,2,False,False,False
T000838,C00526,68.74,crypto,5,standard,False,4,False,False,False
T000839,C00301,3.1,travel,21,standard,False,4,False,False,False
T000840,C00045,162.18,electronics,10,standard,False,2,False,False,False
T000841,C00703,293.89,groceries,19,standard,False,2,False,False,False
T000842,C00733,35.38,groceries,22,standard,False,1,False,False,False
T000843,C00323,126.48,travel,10,standard,False,2,False,False,False
T000844,C00100,22.64,crypto,11,high,False,1,False,False,False
T000845,C00093,106.28,crypto,20,standard,False,2,False,False,False
T000846,C00352,110.99,groceries,5,standard,True,1,False,False,False
T000847,C00419,6.38,utilities,12,standard,False,2,False,False,False
T000848,C00392,247.46,electronics,5,high,False,3,False,False,False
T000849,C00638,317.9,crypto,17,standard,False,3,False,False,False
T000850,C00399,63.5,electronics,7,high,False,2,False,False,False
T000851,C00477,22.32,utilities,21,standard,False,0,False,False,False
T000852,C00574,73.8,crypto,1,standard,False,0,False,False,False
T000853,C00525,63.25,cash,8,standard,False,5,False,False,False
T000854,C00567,208.1,groceries,14,standard,False,2,False,False,False
T000855,C00496,70.12,crypto,3,standard,False,2,False,False,False
T000856,C00382,64.78,electronics,2,standard,False,2,False,False,False
T000857,C00076,225.76,utilities,3,high,False,3,False,True,False
T000858,C00689,155.09,travel,12,high,False,3,False,False,False
T000859,C00388,83.74,crypto,1,high,False,0,False,False,False
T000860,C00607,35.46,crypto,11,standard,False,1,False,False,False
T000861,C00048,32.9,cash,1,standard,False,0,False,False,False
T000862,C00467,36.03,crypto,5,standard,False,1,False,False,False
T000863,C00146,31.33,cash,13,standard,False,1,False,False,False
T000864,C00296,50.4,cash,15,high,False,7,False,True,False
T000865,C00696,279.81,travel,3,standard,True,2,False,False,True
T000866,C00479,52.49,electronics,11,standard,False,4,False,False,False
T000867,C00079,58.06,travel,12,standard,False,2,False,False,False
T000868,C00402,7.98,groceries,21,high,True,1,False,False,False
T000869,C00538,241.24,cash,6,standard,False,1,False,False,False
T000870,C00285,50.91,crypto,3,standard,False,1,False,False,False
T000871,C00719,155.33,electronics,10,standard,True,1,False,False,True
T000872,C00280,133.73,electronics,12,standard,False,2,False,False,False
T000873,C00605,37.5,travel,4,standard,False,3,False,True,False
T000874,C00130,132.77,cash,15,high,True,2,False,False,False
T000875,C00351,14.97,electronics,4,standard,True,4,False,False,False
T000876,C00314,35.86,travel,2,standard,False,2,False,True,False
T000877,C00327,404.34,electronics,9,standard,True,2,False,False,False
T000878,C00306,27.51,cash,12,standard,False,5,False,False,False
T000879,C00362,124.44,cash,10,standard,False,3,False,False,False
T000880,C00610,79.04,electronics,21,standard,False,2,False,False,False
T000881,C00096,32.2,travel,13,standard,False,1,False,False,False
T000882,C00226,397.46,electronics,16,standard,False,0,False,False,False
T000883,C00409,67.1,cash,22,standard,False,2,False,False,False
T000884,C00610,178.97,travel,8,standard,False,2,False,False,False
T000885,C00263,758.6,crypto,20,high,False,3,False,False,False
T000886,C00380,14.68,crypto,21,standard,False,6,False,False,False
T000887,C00508,69.68,electronics,23,standard,False,3,False,False,False
T000888,C00467,211.02,crypto,18,standard,False,4,False,False,False
T000889,C00723,68.62,travel,3,standard,False,2,False,False,False
T000890,C00325,279.65,cash,1,high,False,3,False,False,False
T000891,C00551,153.75,crypto,23,standard,False,4,False,False,False
T000892,C00282,98.04,crypto,17,standard,True,1,False,False,False
T000893,C00599,129.0,travel,15,high,False,1,False,False,False
T000894,C00004,31.35,utilities,6,standard,False,3,False,False,False
T000895,C00664,13.5,crypto,7,standard,False,1,False,False,False
T000896,C00012,9.99,crypto,16,standard,False,2,False,False,False
T000897,C00617,102.14,utilities,6,standard,False,3,False,False,False
T000898,C00168,24.66,groceries,1,standard,True,2,False,False,False
T000899,C00559,335.03,utilities,19,standard,False,3,False,False,False
T000900,C00636,19.55,electronics,23,standard,False,3,False,False,False
T000901,C00513,10.72,crypto,22,standard,False,0,False,False,False
T000902,C00180,7.94,cash,8,standard,False,2,False,False,False
T000903,C00643,352.71,travel,10,standard,False,1,False,False,False
T000904,C00601,78.7,groceries,14,standard,False,2,False,False,False
T000905,C00656,137.86,travel,16,standard,False,2,False,False,False
T000906,C00623,18.84,cash,16,standard,False,2,False,False,False
T000907,C00518,410.86,travel,0,standard,False,1,False,False,False
T000908,C00304,14.01,travel,6,standard,False,3,False,False,False
T000909,C00092,70.52,utilities,0,standard,False,2,False,False,False
